HostName,IPAddress,Models,Vendors
TANTA2-S05C-GH-EG,10.36.7.170,ME360x_t,Cisco
RAMSIS-S08C-C-EG,10.37.13.30,ME360x_t,Cisco
TLMBTSK-R01J-BH-EG,10.45.9.53,mx104,Juniper
ALMAZA-R36A-C-EG,10.45.9.226,SR7750,Alcatel
6OCT2-R08J-GZ-EG,10.45.4.134,mx104,Juniper
RAMSIS-R31C-C-EG,163.121.171.54,ASR9010,Cisco
AMRYAH-R36A-ALX-EG,10.45.9.247,SR7750,Alcatel
DMNHRE1-R36A-BH-EG,10.45.9.251,SR7750,Alcatel
ALMAZA-R40C-C-EG,10.45.10.253,CRS-16/S-B,Cisco
RODA-R43J-C-EG,10.45.10.112,mx2020,Juniper
RODA-R42J-C-EG,10.45.10.111,mx2020,Juniper
6OCT2-R34J-GZ-EG,10.45.10.91,mx2020,Juniper
ALMAZA-R50C-C-EG,163.121.248.11,1721,Cisco
ABASIA-R50C-C-EG,163.121.248.2,2811,Cisco
ARBHRY-R01J-ASN-EG,10.45.12.45,mx104,Juniper
BENIALI-R01J-MN-EG,10.45.12.39,mx104,Juniper
BIEGAM-R05J-C-EG,10.45.12.13,mx104,Juniper
ERKEE-R01J-KN-EG,10.45.12.85,mx104,Juniper
HRGHDAD-R03J-BA-EG,10.45.9.239,mx104,Juniper
KFRHLL-R01J-MNF-EG,10.45.6.235,mx104,Juniper
HABIL-R01J-LX-EG,10.45.12.75,mx104,Juniper
ABOGHOR-R01J-GH-EG,10.45.12.55,mx104,Juniper
ATEYAT-R01J-KN-EG,10.45.9.214,mx104,Juniper
ASWNW-R30J-ASN-EG,10.45.10.114,MX480,Juniper
BAWITY-R01J-GZ-EG,10.45.6.142,mx104,Juniper
MESAM-R01J-MNF-EG,10.45.9.230,mx104,Juniper
RASGARB-R02J-BA-EG,10.45.12.12,mx104,Juniper
SANHOUR-R01J-BH-EG,10.45.12.44,mx104,Juniper
TAHMA-R01J-GZ-EG,10.45.12.53,mx104,Juniper
TGMOAWL-R04J-C-EG,10.45.12.54,mx104,Juniper
WARRAQ-R03J-C-EG,10.45.12.19,mx104,Juniper
RAMSIS-R53C-C-EG,163.121.172.253,ASR1002,Cisco
SUEZ-R05C-SUZ-EG,10.45.10.113,ASR1000,Cisco
ABBSYASN-R01J-ASN-EG,10.45.12.76,mx104,Juniper
ASYUTE-R04J-AST-EG,10.45.12.86,mx104,Juniper
MFRNOR-R01J-FYM-EG,10.45.12.71,mx104,Juniper
NIEDA-R01J-SHG-EG,10.45.12.84,mx104,Juniper
SHBRKHM-R05J-C-EG,10.45.12.77,mx104,Juniper
ZWKRDS-R01J-FYM-EG,10.45.12.73,mx104,Juniper
KLGBL-R01J-ASN-EG,10.45.12.97,mx104,Juniper
CITYCNTR-R05J-C-EG,10.45.12.56,mx104,Juniper
NENA-R01J-BNS-EG,10.45.12.96,mx104,Juniper
CITYCNTR-R06J-C-EG,10.45.12.89,mx104,Juniper
ORIEN-R01J-BH-EG,10.45.12.83,mx104,Juniper
BERMA-R01J-GH-EG,10.45.9.82,mx104,Juniper
SDGB_2-R08J-ALX-EG,10.45.12.72,mx104,Juniper
SHKSHK-R01J-FYM-EG,10.45.12.82,mx104,Juniper
TWFIQIA-R01J-BH-EG,10.45.12.79,mx104,Juniper
15MAY-R05J-C-EG,10.45.12.15,mx104,Juniper
6OCT2-R11J-GZ-EG,10.45.12.35,mx104,Juniper
ABIAR-R01J-GH-EG,10.45.9.208,mx104,Juniper
ADR-R01J-AST-EG,10.45.12.4,mx104,Juniper
AKHLIFA-R01J-IS-EG,10.45.9.240,mx104,Juniper
AKHMIM-R02J-SHG-EG,10.45.9.221,mx104,Juniper
AMOUSA-R01J-SHR-EG,10.45.9.209,mx104,Juniper
ASEMBL-R01J-ASN-EG,10.45.12.25,mx104,Juniper
AYHABH-R01J-SHG-EG,10.45.12.30,mx104,Juniper
ASWNW-R05J-ASN-EG,10.45.12.31,mx104,Juniper
ASLAMA-R01J-SHG-EG,10.45.9.215,mx104,Juniper
AZZAZY-R01J-SHR-EG,10.45.12.22,mx104,Juniper
BARNIA-R01J-MNF-EG,10.45.9.229,mx104,Juniper
BLSFRA-R01J-SHG-EG,10.45.9.216,mx104,Juniper
BNDRKR-R01J-SHG-EG,10.45.9.220,mx104,Juniper
BNIGHNI-R01J-MN-EG,10.45.12.88,mx104,Juniper
BAYADIA-R01J-LX-EG,10.45.9.222,mx104,Juniper
BOAIRAT-R01J-LX-EG,10.45.12.74,mx104,Juniper
DOKKI-R08J-GZ-EG,10.45.9.191,mx104,Juniper
DKERNES-R03J-DK-EG,10.45.9.233,mx104,Juniper
DAWAGEN-R01J-BH-EG,10.45.9.225,mx104,Juniper
DOWENA-R01J-AST-EG,10.45.12.6,mx104,Juniper
EEDWA-R01J-FYM-EG,10.45.9.242,mx104,Juniper
EZBTBRG-R02J-DT-EG,10.45.9.235,mx104,Juniper
GARNOOS-R01J-MN-EG,10.45.12.92,mx104,Juniper
GBMSTHMR-R04J-C-EG,10.45.12.34,mx104,Juniper
GEMEZAH-R01J-GH-EG,10.45.9.228,mx104,Juniper
GHETAH-R01J-SHR-EG,10.45.12.3,mx104,Juniper
GIZA-R12J-GZ-EG,10.45.0.53,mx104,Juniper
HARAM-R05J-GZ-EG,10.45.12.28,mx104,Juniper
HGRMHRQ-R01J-BH-EG,10.45.12.50,mx104,Juniper
KARAWAN-R01J-MT-EG,10.45.4.248,mx104,Juniper
KDMBRK-R01J-AST-EG,10.45.12.9,mx104,Juniper
HOU-R01J-KN-EG,10.45.9.205,mx104,Juniper
HLPLS-R06J-C-EG,10.45.12.16,mx104,Juniper
HDYKHLWN-R02J-C-EG,10.45.12.27,mx104,Juniper
KFRSHNW-R01J-DK-EG,10.45.6.42,mx104,Juniper
KHANKA-R01J-C-EG,10.45.9.167,mx104,Juniper
KFRZGZ-R01J-SHR-EG,10.45.12.48,mx104,Juniper
KMAHMAR-R02J-DK-EG,10.45.9.198,mx104,Juniper
MATRIA-R05J-C-EG,10.45.0.196,mx104,Juniper
MDNTDCN-R01J-C-EG,10.45.9.206,mx104,Juniper
MDNTDCN-R02J-C-EG,10.45.9.207,mx104,Juniper
MAADI1_1-R04J-C-EG,10.45.12.17,mx104,Juniper
METAEF-R01J-MNF-EG,10.45.12.37,mx104,Juniper
MHNDSN-R06J-GZ-EG,10.45.1.8,mx104,Juniper
MHTDMNW-R01J-BH-EG,10.45.12.51,mx104,Juniper
MINYAGD-R02J-MN-EG,10.45.9.243,mx104,Juniper
MNSREST-R12J-DK-EG,10.45.9.201,mx104,Juniper
MSJNSMAD-R01J-ALX-EG,10.45.9.224,mx104,Juniper
MUBARK-R03J-PTS-EG,10.45.9.241,mx104,Juniper
MLATTIA-R01J-MN-EG,10.45.9.204,mx104,Juniper
MNYTHT-R01J-FYM-EG,10.45.9.187,mx104,Juniper
MTAASEM-R02J-DK-EG,10.45.9.234,mx104,Juniper
MQATM2_A-R03J-C-EG,10.45.12.20,mx104,Juniper
NGAEMYT-R01J-KN-EG,10.45.9.244,mx104,Juniper
NASERIA-R01J-DT-EG,10.45.9.200,mx104,Juniper
NZLQDY-R01J-SHG-EG,10.45.9.219,mx104,Juniper
NGANGR-R01J-SHG-EG,10.45.9.217,mx104,Juniper
NOZHA1-R04J-C-EG,10.45.9.236,mx104,Juniper
OMSEN-R01J-KFS-EG,10.45.12.49,mx104,Juniper
QALMON-R01J-WAD-EG,10.45.12.11,mx104,Juniper
QAMANA-R01J-KN-EG,10.45.12.36,mx104,Juniper
QNAWEST-R05J-KN-EG,10.45.2.51,mx104,Juniper
QUSIAH-R02J-AST-EG,10.45.12.5,mx104,Juniper
REMAYAH-R03J-GZ-EG,10.45.12.26,mx104,Juniper
OBURCTY2-R03J-C-EG,10.45.12.18,mx104,Juniper
OMSABER-R01J-BH-EG,10.45.12.43,mx104,Juniper
QARDA-R01J-KFS-EG,10.45.9.212,mx104,Juniper
RHMNIA-R01J-SHR-EG,10.45.9.232,mx104,Juniper
RODA-R11J-C-EG,10.45.6.185,mx104,Juniper
REST-R01J-SHR-EG,10.45.12.46,mx104,Juniper
RKAKNA-R01J-SHG-EG,10.45.12.87,mx104,Juniper
SAFANIA-R01J-MN-EG,10.45.9.202,mx104,Juniper
SAWALH-R01J-SHR-EG,10.45.9.196,mx104,Juniper
SAFTGRG-R01J-MN-EG,10.45.9.213,mx104,Juniper
SHARMQCO-R01J-JS-EG,10.45.2.224,mx104,Juniper
SHARMQCO-R02J-JS-EG,10.45.2.223,mx104,Juniper
SHATRA-R01J-SHG-EG,10.45.9.218,mx104,Juniper
SHAMMA-R01J-MNF-EG,10.45.6.210,mx104,Juniper
SHBRKHM3-R02J-C-EG,10.45.12.14,mx104,Juniper
SHKMUBRK-R01J-KFS-EG,10.45.12.21,mx104,Juniper
SHRWNA-R01J-ASN-EG,10.45.12.47,mx104,Juniper
SIDGHZ-R01J-BH-EG,10.45.12.98,mx104,Juniper
SIWAH-R01J-MT-EG,10.45.12.24,mx104,Juniper
SNRQBL-R01J-FYM-EG,10.45.6.105,mx104,Juniper
SOMBAT-R01J-GH-EG,10.45.12.32,mx104,Juniper
SWMEST-R01J-SHG-EG,10.45.12.10,mx104,Juniper
SOWAH-R01J-SHR-EG,10.45.9.231,mx104,Juniper
TAMIAH-R01J-FYM-EG,10.45.12.23,mx104,Juniper
SHOBAR-R02J-GH-EG,10.45.9.227,mx104,Juniper
SHOHDA-R01J-MNF-EG,10.45.6.3,mx104,Juniper
SNHOUT-R02J-SHR-EG,10.45.1.239,mx104,Juniper
WEDY-R01J-GZ-EG,10.45.12.41,mx104,Juniper
YUSEFIA-R01J-DK-EG,10.45.9.199,mx104,Juniper
TLBTQSR-R01J-GH-EG,10.45.9.1,mx104,Juniper
TLBNOMR-R01J-MN-EG,10.45.9.203,mx104,Juniper
ZGZIGW-R13J-SHR-EG,10.45.12.40,mx104,Juniper
ALMAZA-R41C-C-EG,10.45.10.254,CRS-16/S-B,Cisco
SMRTVHQ-S01C-GZ-EG,10.37.242.53,WS-C4948,Cisco
KOBBA-S03C-C-EG,10.35.3.54,ME360x_t,Cisco
RAMSIS-S13C-C-EG,10.37.106.10,ME360x_t,Cisco
BEHIMO-R01J-FYM-EG,10.45.12.99,mx104,Juniper
BAIDAA-R02J-DK-EG,10.45.12.94,mx104,Juniper
KFRSHK-R07J-KFS-EG,10.45.12.95,mx104,Juniper
LUXOR2-R07J-LX-EG,10.45.12.68,mx104,Juniper
RHMNIA-R01J-KN-EG,10.45.9.245,mx104,Juniper
6OCT4-S01B-GZ-EG,10.37.249.210,NI-CES-2048C,Brocade
15MAY-S01B-C-EG,10.37.248.110,NI-CES-2048C,Brocade
ABASIA-S01B-C-EG,10.37.243.230,NI-CES-2048C,Brocade
ABASIA-S02B-C-EG,10.37.243.222,NI-CES-2048C,Brocade
ASYUTW-S01B-AST-EG,10.37.246.30,NI-CES-2048C,Brocade
ASYUTW-S02B-AST-EG,10.37.246.38,NI-CES-2048C,Brocade
BARAGIL-S01B-GZ-EG,10.37.248.126,NI-CES-2048C,Brocade
BIEGAM-S01B-C-EG,10.37.247.222,NI-CES-2048C,Brocade
BLQDKRM-S01B-GZ-EG,10.37.248.142,NI-CES-2048C,Brocade
DARSALAM-S01B-C-EG,10.37.248.102,NI-CES-2048C,Brocade
GIZA-S01B-GZ-EG,10.37.244.134,NI-CES-2048C,Brocade
DOKKI-S02B-GZ-EG,10.37.246.94,NI-CES-2048C,Brocade
HARAM-S01B-GZ-EG,10.37.247.186,NI-CES-2048C,Brocade
HARAM-S02B-GZ-EG,10.37.247.194,NI-CES-2048C,Brocade
DMNHRW2-S01B-BH-EG,10.37.249.70,NI-CES-2048C,Brocade
GIZA-S02B-GZ-EG,10.37.244.142,NI-CES-2048C,Brocade
DOKKI-S01B-GZ-EG,10.37.246.86,NI-CES-2048C,Brocade
HWAMDIA-S01B-GZ-EG,10.37.250.62,NI-CES-2048C,Brocade
GPX-S02B-C-EG,10.35.2.222,NI-CES-2024C,Brocade
ISMLIA-S01B-IS-EG,10.37.254.154,NI-CES-2048C,Brocade
ISMLIA-S02B-IS-EG,10.37.254.158,NI-CES-2048C,Brocade
KFRDWAR-S01B-BH-EG,10.37.249.226,NI-CES-2048C,Brocade
KOBBA-S01B-C-EG,10.37.247.78,NI-CES-2048C,Brocade
KRMOUZ-S01B-ALX-EG,10.37.249.218,NI-CES-2048C,Brocade
MAADI2-S01B-C-EG,10.37.249.94,NI-CES-2048C,Brocade
MAADI2-S02B-C-EG,10.37.249.114,NI-CES-2048C,Brocade
MAADI2-S03B-C-EG,10.37.249.118,NI-CES-2048C,Brocade
MAADI2-S04B-C-EG,10.37.249.122,NI-CES-2048C,Brocade
MAADI4-S01B-C-EG,10.37.249.78,NI-CES-2048C,Brocade
MNASER-S01B-C-EG,10.37.248.3,NI-CES-2048C,Brocade
MONEIB-S01B-GZ-EG,10.37.247.235,NI-CES-2048C,Brocade
NASR1-S04B-C-EG,163.121.236.214,NI-CES-2048C,Brocade
NASR2-S01B-C-EG,10.37.248.34,NI-CES-2048C,Brocade
MRIUTIA-S01B-GZ-EG,10.37.249.138,NI-CES-2048C,Brocade
NASR2-S02B-C-EG,10.37.248.38,NI-CES-2048C,Brocade
MRIUTIA-S02B-GZ-EG,10.37.249.142,NI-CES-2048C,Brocade
MADI1PRK-S01B-C-EG,163.121.228.230,NI-CES-2024F,Brocade
MADI1PRK-S02B-C-EG,163.121.228.238,NI-CES-2024F,Brocade
OBURCTY1-S01B-C-EG,10.37.247.243,NI-CES-2048C,Brocade
PTFUAD-S01B-PTS-EG,10.37.254.186,NI-CES-2048C,Brocade
PTSAID-S01B-PTS-EG,10.37.245.30,NI-CES-2048C,Brocade
PTSAID-S02B-PTS-EG,10.37.245.38,NI-CES-2048C,Brocade
QALAG-S01B-C-EG,10.37.249.235,NI-CES-2048C,Brocade
QALIUB-S01B-C-EG,10.37.249.251,NI-CES-2048C,Brocade
RAMSIS-S03B-C-EG,10.37.11.198,NI-CES-2024C,Brocade
RAMSIS-S09B-C-EG,10.37.27.242,NI-CES-2024C,Brocade
SEMOHA-S02B-ALX-EG,163.121.236.222,NI-CES-2048C,Brocade
SHARM1-S01B-JS-EG,10.37.255.193,NI-CES-2048C,Brocade
SHROUK2-S01B-C-EG,10.37.255.186,NI-CES-2048C,Brocade
SMRTVLG-S01B-GZ-EG,10.37.247.134,NI-CES-2024F,Brocade
SHZAYED-S01B-IS-EG,10.37.38.34,NI-CES-2048C,Brocade
6OCT2-S02C-GZ-EG,10.37.249.38,WS-C4948,Cisco
AUTO-S09C-ALX-EG,10.37.58.102,Nexus 3172,Cisco
BNSUF2-S01C-BNS-EG,10.37.105.86,Nexus 3172,Cisco
ALMAZA-S10J-C-EG,10.37.75.106,ex4500-40f,Juniper
KOBBA-S05C-C-EG,10.37.105.158,Nexus 3172,Cisco
MAADI2-S04C-C-EG,10.37.58.78,Nexus 3172,Cisco
DMNHRE1-S03C-BH-EG,10.37.105.174,Nexus 3172,Cisco
MDNTDCN-S02C-C-EG,10.37.106.162,ME360x_t,Cisco
MNSREST-S03C-DK-EG,10.37.105.166,Nexus 3172,Cisco
MAADI2-S10J-C-EG,10.37.75.102,ex4500-40f,Juniper
KOBBA-S02B-C-EG,10.37.246.6,NI-CES-2048C,Brocade
QNAWEST-S01C-KN-EG,10.37.105.78,Nexus 3172,Cisco
RODA-S04C-C-EG,10.37.58.86,Nexus 3172,Cisco
ISMLIA-S10J-IS-EG,10.37.97.254,ex4500-40f,Juniper
ISMLIA-S03C-IS-EG,10.37.105.46,Nexus 3172,Cisco
MDNTDCN-S01C-C-EG,10.37.106.154,ME360x_t,Cisco
RMSTECT-S02C-C-EG,212.103.181.168,WS-C3560G-24TS,Cisco
RODFARAG-S01J-C-EG,10.37.247.102,EX4200,Juniper
SEMOHA-S01J-ALX-EG,10.37.248.78,EX4200,Juniper
SUEZ-S04C-SUZ-EG,10.37.105.54,Nexus 3172,Cisco
ZGZIGW-S04C-SHR-EG,10.37.16.254,Nexus 3172,Cisco
TESVDC7-S02C-GZ-EG,10.42.39.242,ME360x_t,Cisco
RMSTECT-S01C-C-EG,212.103.181.210,WS-C3560G-24TS,Cisco
AWKFMHT-R01J-MN-EG,10.45.12.102,mx104,Juniper
ELMALAB-R01J-DK-EG,10.45.12.93,mx104,Juniper
HANOUN-R01J-GH-EG,10.45.12.90,mx104,Juniper
HORYABEH-R01J-BH-EG,10.45.12.103,mx104,Juniper
SEMOHA-R05J-ALX-EG,10.45.12.70,mx104,Juniper
SUKGMLA-R05J-GZ-EG,10.45.12.91,mx104,Juniper
NASR1-R31J-C-EG,10.45.11.43,MX960,Juniper
BADRCITY-R30C-C-EG,10.45.11.40,CRS8S,Cisco
10RAM1-R07J-SHR-EG,10.45.12.80,mx104,Juniper
SHZAYED-R02J-GZ-EG,10.45.12.69,mx104,Juniper
NASR2-R31J-C-EG,10.45.11.33,MX960,Juniper
LUXOR2-R30J-LX-EG,10.45.12.29,MX480,Juniper
ATAQA2-R01J-SUZ-EG,10.45.6.138,mx104,Juniper
ABASIA-R30C-C-EG,10.45.11.42,ASR9010,Cisco
ABOSEIR-R01J-GZ-EG,10.45.10.96,mx104,Juniper
BNSUF2-R36A-BNS-EG,10.45.11.49,SR7750,Alcatel
MNSRWST-R36A-DK-EG,10.45.9.238,SR7750,Alcatel
SHARMQCO-R03C-JS-EG,10.45.11.47,ASR9010,Cisco
SHARMQCO-R04C-JS-EG,10.45.11.48,ASR9010,Cisco
AGHNMA-R01J-KFS-EG,10.45.12.116,mx104,Juniper
BADRCITY-R06J-C-EG,10.45.12.52,mx104,Juniper
BELQAS-R03J-DK-EG,10.45.12.105,mx104,Juniper
DMIETGD-R04J-DT-EG,10.45.12.106,mx104,Juniper
ERBDHB-R01J-SHG-EG,10.45.12.124,mx104,Juniper
FAREES-R01J-ASN-EG,10.45.12.110,mx104,Juniper
FAYSAL-R03J-SUZ-EG,10.45.12.146,mx104,Juniper
GIZA-R14J-GZ-EG,10.45.12.122,mx104,Juniper
GMSNAEA-R01J-DK-EG,10.45.12.112,mx104,Juniper
ISMLIA-R08J-IS-EG,10.45.12.101,mx104,Juniper
KFRDWAR-R03J-BH-EG,10.45.12.104,mx104,Juniper
KFRMHF-R01J-FYM-EG,10.45.12.59,mx104,Juniper
KOBNEH-R01J-ASN-EG,10.45.12.123,mx104,Juniper
HENDAWA-R01J-WAD-EG,10.45.12.111,mx104,Juniper
MAADI3-R03J-C-EG,10.45.12.120,mx104,Juniper
GRBHOB-R01J-WAD-EG,10.45.12.109,mx104,Juniper
HNVIL1-R03J-ALX-EG,10.45.12.81,mx104,Juniper
HMADEN-R01J-SHR-EG,10.45.12.107,mx104,Juniper
MAX-R03J-ALX-EG,10.45.12.141,mx104,Juniper
MHMUDIA-R01J-DK-EG,10.45.12.108,mx104,Juniper
MINYA-R06J-MN-EG,10.45.12.117,mx104,Juniper
MASIN-R01J-BH-EG,10.45.12.58,mx104,Juniper
MARBILA-R01J-MT-EG,10.45.12.129,mx104,Juniper
MSARAH-R01J-WAD-EG,10.45.12.118,mx104,Juniper
MTGHMR1-R03J-DK-EG,10.45.12.78,mx104,Juniper
NOBTRIF-R01J-DK-EG,10.45.12.63,mx104,Juniper
MTBSHR-R01J-SHR-EG,10.45.12.125,mx104,Juniper
QAY-R01J-BNS-EG,10.45.12.159,mx104,Juniper
PTSAID-R02J-PTS-EG,10.45.12.135,mx104,Juniper
NKHELA-R01J-AST-EG,10.45.12.8,mx104,Juniper
SAYDSAED-R01J-ASN-EG,10.45.12.66,mx104,Juniper
SALAM-R02J-SUZ-EG,10.45.12.144,mx104,Juniper
SOUKOBUR-R01J-C-EG,10.45.12.114,mx104,Juniper
QODAH-R01J-SHR-EG,10.45.12.126,mx104,Juniper
RAYYAH-R01J-IS-EG,10.45.12.131,mx104,Juniper
TENEDA-R01J-WAD-EG,10.45.12.119,mx104,Juniper
SUNSET-R01J-C-EG,10.45.12.113,mx104,Juniper
SEDYBRAN-R01J-MT-EG,10.45.12.128,mx104,Juniper
ZYYAN-R01J-DK-EG,10.45.12.115,mx104,Juniper
BSNTWAY-R01J-BH-EG,10.45.12.57,mx104,Juniper
MSRTHGG-R01J-MN-EG,10.45.12.148,mx104,Juniper
NASR1-R09J-C-EG,10.45.12.162,mx104,Juniper
NASR4-R04J-C-EG,10.45.12.172,mx104,Juniper
NOZHA2-R03J-C-EG,10.45.12.171,mx104,Juniper
DMIETA2-R03J-DT-EG,10.45.12.155,mx104,Juniper
OBURCTY1-R05J-C-EG,10.45.12.169,mx104,Juniper
SHBIN1-R07J-MNF-EG,10.45.12.60,mx104,Juniper
QALAG-R05J-C-EG,10.45.12.175,mx104,Juniper
SHRTN-R02J-C-EG,10.45.12.177,mx104,Juniper
MARG-R02J-C-EG,10.45.12.137,mx104,Juniper
6OCT2-R13C-GZ-EG,10.45.10.120,ASR1000,Cisco
PRHGHTS-R06J-GZ-EG,10.45.12.203,mx104,Juniper
PRHGHTS-R07J-GZ-EG,10.45.12.204,mx104,Juniper
MHNDSN-R09J-GZ-EG,10.45.12.170,mx104,Juniper
TANTA2-R36A-GH-EG,10.45.11.53,SR7750,Alcatel
MAHALA2-R03J-GH-EG,10.45.12.160,mx104,Juniper
MAADI2-R16J-C-EG,10.45.12.154,mx104,Juniper
MATRIA-R06J-C-EG,10.45.12.176,mx104,Juniper
VLG62-R01J-KFS-EG,10.45.12.157,mx104,Juniper
6OCT2-R12J-GZ-EG,10.45.12.182,mx104,Juniper
10RAM1-R08J-SHR-EG,10.45.12.163,mx104,Juniper
ABASIA-R11J-C-EG,10.45.12.165,mx104,Juniper
ABASIA-R12J-C-EG,10.45.12.166,mx104,Juniper
ABODYAB-R01J-KN-EG,10.45.12.195,mx104,Juniper
AISMAL-R01J-SHG-EG,10.45.12.193,mx104,Juniper
BAHTIM-R03J-GZ-EG,10.45.12.153,mx104,Juniper
BNIHNY-R01J-BNS-EG,10.45.12.158,mx104,Juniper
FATHH-R02J-ALX-EG,10.45.12.140,mx104,Juniper
DAMARO-R01J-GH-EG,10.45.0.140,mx104,Juniper
KMOMBO-R03J-ASN-EG,10.45.12.134,mx104,Juniper
MOQATAM1-R05J-C-EG,10.45.12.173,mx104,Juniper
MQEBLY-R01J-ASN-EG,10.45.12.194,mx104,Juniper
MRSHDA-R01J-KN-EG,10.45.12.197,mx104,Juniper
NASR3-R04J-C-EG,10.45.12.183,mx104,Juniper
NASR2-R08J-C-EG,10.45.12.174,mx104,Juniper
QAROON-R01J-FYM-EG,10.45.12.181,mx104,Juniper
PTSAID-R36A-PTS-EG,10.45.11.51,SR7750,Alcatel
RODA-R13J-C-EG,10.45.12.168,mx104,Juniper
SHNDRA-R01J-SUZ-EG,10.45.12.132,mx104,Juniper
SUEZ-R07J-SUZ-EG,10.45.12.145,mx104,Juniper
TEBIN-R04J-C-EG,10.45.12.149,mx104,Juniper
ZWYHMRA-R02J-C-EG,10.45.12.178,mx104,Juniper
ESHAQA-R01J-KFS-EG,10.45.12.207,mx104,Juniper
HLPLS-R07J-C-EG,10.45.12.185,mx104,Juniper
MRIUTIA-R06J-GZ-EG,10.45.12.167,mx104,Juniper
SHBIN1-R36A-MNF-EG,10.45.11.58,SR7750,Alcatel
GPX-R01J-C-EG,10.45.12.200,mx104,Juniper
SHENRAK-R01J-GH-EG,10.45.12.191,mx104,Juniper
TANTA2-R15J-GH-EG,10.45.12.201,mx104,Juniper
ALMAZA-R11J-C-EG,10.45.12.208,mx104,Juniper
ATFHYDR-R01J-MN-EG,10.45.12.147,mx104,Juniper
DMRHDY-R01J-KFS-EG,10.45.12.156,mx104,Juniper
GZRKDR-R01J-KFS-EG,10.45.12.209,mx104,Juniper
HARAM-R36A-GZ-EG,10.45.11.60,SR7750,Alcatel
KFRSHK-R36A-KFS-EG,10.45.11.61,SR7750,Alcatel
KOTAMA-R01J-GH-EG,10.45.12.192,mx104,Juniper
MEHRAS-R01J-MN-EG,10.45.12.215,mx104,Juniper
QATTA-R01J-C-EG,10.45.12.130,mx104,Juniper
ZGZIGW-R14J-SHR-EG,10.45.12.186,mx104,Juniper
EBSHAN-R01J-KFS-EG,10.45.12.190,mx104,Juniper
KOBBA-R07J-C-EG,10.45.12.199,mx104,Juniper
PTSAID-R03J-PTS-EG,10.45.12.225,mx104,Juniper
TDMON-R01J-BH-EG,10.45.12.198,mx104,Juniper
MHLTZD-R01J-GH-EG,10.45.12.142,mx104,Juniper
GIZA-R15J-GZ-EG,10.45.12.220,mx104,Juniper
MNSRWST-R37A-DK-EG,10.45.11.63,SR7750,Alcatel
PTFUAD-R03J-PTS-EG,10.45.12.226,mx104,Juniper
RAMSIS-R28J-C-EG,10.45.11.25,mx104,Juniper
MHMDIA-R01J-SHR-EG,10.45.12.187,mx104,Juniper
ASYUTW-R36A-AST-EG,10.45.11.64,SR7750,Alcatel
SMGHRB-R01J-SHR-EG,10.45.12.216,mx104,Juniper
MNDISHA-R01J-GZ-EG,10.45.12.179,mx104,Juniper
SHGWST-R36A-SHG-EG,10.45.11.65,SR7750,Alcatel
BARAGIL-R03J-GZ-EG,10.45.12.227,mx104,Juniper
ELSHLTEN-R01J-BA-EG,10.45.12.202,mx104,Juniper
SAMOUL-R01J-GH-EG,10.45.12.228,mx104,Juniper
RODA-R01J-SHR-EG,10.45.12.188,mx104,Juniper
AMRYAH-R37A-ALX-EG,10.45.11.66,SR7750,Alcatel
SHERKA2-R01J-DK-EG,10.45.12.219,mx104,Juniper
KFRHAR-R01J-DK-EG,10.45.12.210,mx104,Juniper
6OCT5-R01J-GZ-EG,10.45.12.236,mx104,Juniper
SHUBRHR-R02J-DK-EG,10.45.12.143,mx104,Juniper
TGMOAWL-R05J-C-EG,10.45.12.230,mx104,Juniper
ABSHMLQ-R01J-GH-EG,10.45.12.212,mx104,Juniper
BARDNOH-R01J-MN-EG,10.45.12.100,mx104,Juniper
BERGAYA-R01J-MN-EG,10.45.12.223,mx104,Juniper
BIEGAM-R06J-C-EG,10.45.12.254,mx104,Juniper
BLQDK_1-R05J-GZ-EG,10.45.12.245,mx104,Juniper
EBSHAQ-R01J-MN-EG,10.45.12.222,mx104,Juniper
AUTO-R44J-ALX-EG,10.45.10.144,mx2020,Juniper
FAYUM1-R07J-FYM-EG,10.45.12.248,mx104,Juniper
HVLQB2-R02J-ALX-EG,10.45.12.242,mx104,Juniper
KABRIT-R01J-SUZ-EG,10.45.12.133,mx104,Juniper
MSHTSK-R03J-SHR-EG,10.45.12.252,mx104,Juniper
MSHTSK-R04J-SHR-EG,10.45.15.1,mx104,Juniper
QELIEN-R02J-KFS-EG,10.45.12.246,mx104,Juniper
KADAYA-R01J-GZ-EG,10.45.12.211,mx104,Juniper
MHLTMS-R01J-KFS-EG,10.45.12.189,mx104,Juniper
KOMBHA-R01J-AST-EG,10.45.12.221,mx104,Juniper
MNSHOM-R01J-SHR-EG,10.45.12.218,mx104,Juniper
RODA-R05J-C-EG,10.45.11.26,mx104,Juniper
DESOUQ-R03J-KFS-EG,10.45.12.247,mx104,Juniper
NOZHA3-R05J-C-EG,10.45.15.11,mx104,Juniper
SMANAH-R01J-SHR-EG,10.45.12.231,mx104,Juniper
TUR-R02J-JS-EG,10.45.12.249,mx104,Juniper
KHARGA-R03J-WAD-EG,10.45.12.253,mx104,Juniper
EMBABA-R05J-GZ-EG,10.45.15.13,mx104,Juniper
ASHOSHA-R01J-KN-EG,10.45.12.180,mx104,Juniper
MAHALA1-R03J-GH-EG,10.45.12.244,mx104,Juniper
MOWANSA-R01J-SHR-EG,10.45.12.217,mx104,Juniper
NASSER-R01J-BH-EG,10.45.12.233,mx104,Juniper
